"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","photos/41/height","photos/41/id","photos/41/image","photos/41/width","photos/42/height","photos/42/id","photos/42/image","photos/42/width","photos/43/height","photos/43/id","photos/43/image","photos/43/width","photos/44/height","photos/44/id","photos/44/image","photos/44/width","photos/45/height","photos/45/id","photos/45/image","photos/45/width","photos/46/height","photos/46/id","photos/46/image","photos/46/width","photos/47/height","photos/47/id","photos/47/image","photos/47/width","photos/48/height","photos/48/id","photos/48/image","photos/48/width","photos/49/height","photos/49/id","photos/49/image","photos/49/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"0","1008043469","en","316671",,"General Manager","1010414456","en","2025-05-31","Thomas Rodrigo","Dear Valued Guest,

Thank you for your heartwarming review!

We are truly delighted to hear that you and your family had such a wonderful and relaxing stay with us at the Mermaid Hotel & Club. It brings us great joy to know that your kids enjoyed their time so much that they didn’t want to leave!

Your special appreciation for Ms. Thanuja is sincerely valued. She is indeed a dedicated team member, and we’re proud of the care and attention she provides from the moment of reservation until the very end of your stay. I will also be sure to pass on your kind words to Mr. Anthony and the rest of our front office team.

Thank you once again for your kind feedback and for choosing us. We look forward to welcoming you back soon — and yes, please don’t forget to contact Thanuja before your next visit!

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-17","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Relaxing hotel with great staff...it's a old hotel with good amenities we had our reservation end of April our kids enjoyed it thouraly finally we couldn't take them to home...they love to stay...food was amazing no flavours...rooms were very spacious. I must say  lady Thanuja took our reservation..from beginning to end she took care of us....special thanks to her appreciated her after sales service....as a marketing person....she gave reminders service....along with all front office staff...even Mr.Anthony and all staff thanks to all we will visit again to Mermaid specially because of Thanuja and her superb service....she make us to come again to Mermaid and she ask us to contact her before visit.definetly we will call you Thanuja.

Thanks to Mermaid Management. We had nice time","Superb hotel","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1008043469-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"1","1007661647","de","316671",,"General Manager","1010413855","en","2025-05-31","Thomas Rodrigo","Dear André,

Thank you so much for your heartfelt words and continued loyalty to the Mermaid Hotel & Club — we truly appreciate it!

It’s always a pleasure to welcome you back, and we’re delighted to know that our peaceful surroundings, attentive service, and overall value continue to meet your expectations. We also appreciate your kind mention of our clean beach, and we understand your note regarding the sea currents — safety is always a top priority for us.

Looking forward to welcoming you again soon to your home away from home.

Warm regards,

Thomas Rodrigo","1820","803173557","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/b5/caption.jpg","1024","2185","803173556","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/b4/caption.jpg","983","2185","803173555","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/b3/caption.jpg","983","2185","803173554","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/b2/caption.jpg","983","2185","803173553","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/b1/caption.jpg","983","2185","803173552","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/b0/caption.jpg","983","1820","803173551","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/df/74/af/caption.jpg","1024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-15","MOBILE","5","Einfach die Zeit im Hotel genießen und alle Annehmlichkeiten wie Spa und sportcenter nutzen. Eine Fahrt mit dem TukTuk nach kalutara lohnt immer....",,,,,,,,,,,,,"Schon mehrfach im Hotel gewesen und kann es immer wieder weiterempfehlen. Für mich stimmt da einfach alles... Toller Service in absolut ruhiger Umgebung. Preis Leistung passt super. Der Strand wird stets sauber gehalten, leider lässt die Strömung im Meer oftmals kein schwimmen zu. ","I love Mermaid ❤️","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1007661647-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1007148401","en","316671",,"General Manager","1010413526","en","2025-05-31","Thomas Rodrigo","Dear Valued Guest,

Thank you for your kind review!

It’s a pleasure to hear that you and your family enjoyed your stay at the Mermaid Hotel & Club. We're glad you found the location convenient and appreciated the homely atmosphere, well-arranged rooms, and our facilities — especially the pool. Your kind words about our friendly and helpful staff truly mean a lot to us.

We’re delighted that you consider our hotel to be of great value, and we look forward to welcoming you back for another enjoyable stay.

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-12","OTHER","5",,,,,,,,,,,,,,"The place was convenient to reach, when we arrived it had a very homely look and feel. The food and the location inside were really if great value.
The staff was friendly and helpful. The pool was nice.
The room was well arranged and nice. 
We think it's a place of great value.","Great value for family","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1007148401-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1007082038","en","316671",,"General Manager","1010413217","en","2025-05-31","Thomas Rodrigo","Dear Lalith,

Thank you very much for sharing your lovely feedback!

We are thrilled to know that you had a relaxing and enjoyable stay with us at the Mermaid Hotel & Club. It’s wonderful to hear that you appreciated the delicious food, comfortable rooms, and the peaceful atmosphere we strive to maintain. Creating a safe and welcoming environment where families can truly relax and connect is something we take great pride in.

Thank you once again for choosing to stay with us. We look forward to welcoming you and your loved ones back for another memorable experience.

Warm regards,

Thomas Rodrigo","3024","802858674","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/da/a6/b2/caption.jpg","4032","3024","802858675","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/da/a6/b3/caption.jpg","4032","3024","802858676","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/da/a6/b4/caption.jpg","4032","3024","802858677","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/da/a6/b5/caption.jpg","4032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-12","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","A Relaxing Stay with Delicious Food, Well-Appointed and Comfortable Rooms, and a Truly Peaceful Atmosphere – Perfect for Families Seeking to Unwind, Recharge, and Cherish Quality Time Together in Comfort. 
Enjoy the time well spend with your loved once in safe environment.","Relaxing Stay with Great Food and Comfort","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1007082038-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1006917303","en","316671",,"General Manager","1010412519","en","2025-05-31","Thomas Rodrigo","Dear Valued Guest,

Thank you so much for your wonderful review!

We are truly delighted to hear that you and your family had a pleasant outing at the Mermaid Hotel & Club. It brings us great joy to know that you enjoyed the accommodation, found the food excellent, and appreciated the cleanliness of our pool and the beauty of our garden. Most importantly, we are glad that our team was able to assist you with warmth and care throughout your stay.

Your kind words are a great encouragement to all of us, and I will be sure to share your compliments with our staff. We look forward to welcoming you and your family back again for another memorable stay.

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-11","OTHER","4",,"Value","4","Rooms","4","Location","5","Cleanliness","4","Service","5","Sleep Quality","4","The accommodation was good. The food was excellent. Both the dinner and breakfast. The staff was really pleasant and when we had some questions and doubts they were always willing to answer and help. The pool was clean and well maintained. The garden was well kept.","Family outing","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1006917303-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1006767831","en","316671",,"General Manager","1006918101","en","2025-05-11","Thomas Rodrigo","Dear Valued Guest,

Thank you for your kind review and for choosing The Mermaid Hotel & Club for your stay.

We’re delighted to hear that you found the hotel clean and comfortable, and that you enjoyed the food and the warm service provided by our team. We also appreciate your comment about the meal times — we understand that some guests may prefer later dining options, and we’re always happy to accommodate timing preferences whenever possible to ensure a pleasant experience.

Thank you once again for your feedback. We look forward to welcoming you back for another great stay by the beach!

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-10","OTHER","5",,"Value","4","Rooms","5","Location","4","Cleanliness","5","Service","4","Sleep Quality","4","Great stay in clean comfortable hotel. Food great and staff great” The meals were fine and the staff were accommodation about the specified times for the offering of each meal. Since most guest may prefer later times to visit the.           …………………..","Great stay in clean comfortable hotel. Food great and staff great”","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1006767831-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1006763102","en","316671",,"General Manager","1006917841","en","2025-05-11","Thomas Rodrigo","Dear Valued Guest,

Thank you so much for your kind words and for choosing The Mermaid Hotel & Club for your vacation.

We’re truly happy to hear that you had a lovely stay and appreciated the special touches like the décor and cake. It’s wonderful to know that our friendly staff and beachfront location near Kalutara and Wadduwa made your time with us even more enjoyable.

Your recommendation means a lot to us, and we look forward to welcoming you back for another memorable seaside getaway.

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-10","OTHER","5",,"Value","4","Rooms","5","Location","5","Cleanliness","4","Service","4","Sleep Quality","4","Nice place with friendly staff. Specially thanks you for the deco and cake. Lovely place close to Kalutara and Wadduwa. Highly recommended for those who love to stay near beach.We spend lovely vacation here. Thank you very much everythig.","Nice place","2025-05","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1006763102-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"1","1005841016","en","316671",,"General Manager","1006917617","en","2025-05-11","Thomas Rodrigo","Dear Valued Guest,

Thank you so much for sharing your wonderful feedback about your recent stay at The Mermaid Hotel & Club.

We’re delighted to hear that you had a cozy and happy trip, and that you enjoyed our deluxe room, clean surroundings, and attentive room service. It’s lovely to know that the breakfast buffet stood out for its variety and that you found all our meals delicious. We’re also glad you appreciated the sea view, spacious garden, and the opportunity to enjoy the beach nearby.

Your kind words are truly appreciated, and we look forward to welcoming you back for another marvelous stay.

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-04","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","4","Sleep Quality","5","It was a cozy and happy trip. Marvelous. Great room service with clean and tidy rooms.even though there isn't a big range in buffet, food is delicious. But breakfast buffet had a much variety. Sea view and big garden is fantastic. If you want, you can enjoy the sea bathing also","Great deluxe room","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1005841016-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1005760830","en","316671",,"General Manager","1006917420","en","2025-05-11","Thomas Rodrigo","Dear Harshi,

Thank you for taking the time to share your lovely feedback following your stay at The Mermaid Hotel & Club.

I’m delighted to hear that you and your family had such an enjoyable experience with us. It’s wonderful to know you appreciated the cleanliness and comfort of our rooms, the variety and taste of the food, and of course, the time spent at our swimming pools. We're especially proud of our team, and I’m glad to hear the reception staff made you feel welcomed and well cared for.

Your kind words truly motivate us to continue delivering exceptional service. We look forward to welcoming you and your family back for another great stay!

Warm regards,

Thomas Rodrigo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahawaskaduwa, Kalutara 12000 Sri Lanka","Kalutara","Sri Lanka","12000",,"Mahawaskaduwa",,"316671","6.617499","Kalutara, Western Province","79.94607","Mermaid Hotel & Club","3509","4.6","33","42","139","724","2572","https://www.tripadvisor.com/Hotel_Review-g304136-d316671-Reviews-Mermaid_Hotel_Club-Kalutara_Western_Province.html","http://www.mermaidhotelnclub.com/","2025-05-03","MOBILE","5",,,,,,,,,,,,,,"Great service  from all staff members, food also very tasty and had a good spread , room also very clean and comfortable. had two swimming pools in the hotel , one is having a deep end . pool is also clean. our family enjoyed a lot this stay. staff in the reception was vey helpful and friendly.","Great stay in Mermaid hotel and club","2025-05","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g304136-d316671-r1005760830-Mermaid_Hotel_Club-Kalutara_Western_Province.html",
"0","1005180409","en","611903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colombo - Galle Main Rd Yalegama, Bentota 80510 Sri Lanka","Bentota","Sri Lanka","80510",,"Colombo - Galle Main Rd","Yalegama","611903","6.37973","Bentota, Galle District, Southern Province","80.00978","Pandanus Beach Resort & Spa","1471","4.4","46","46","128","353","898","https://www.tripadvisor.com/Hotel_Review-g297895-d611903-Reviews-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html","http://www.pandanusbeach.com","2025-04-29","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","The restaurant is top notch in terms of the amenities it provides, its beach front location, the overall cleanliness and quality of food and a very hospitable, competent staff. Especially, a big shoutout to Dhananjay, Chaatu and Poojani who made our time at the resort extra special. When they noticed my elderly parents were not very comfortable with the long walk and flight of stairs to the room they initially provided, they were quick to upgrade us to a super deluxe room at no extra charge. While both rooms offered beautiful ocean views, the 2nd room was just spectacular! Would surely love to go back!","Memorable stay at Pandanus beach resort & spa","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297895-d611903-r1005180409-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html",
"0","1005074704","en","611903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colombo - Galle Main Rd Yalegama, Bentota 80510 Sri Lanka","Bentota","Sri Lanka","80510",,"Colombo - Galle Main Rd","Yalegama","611903","6.37973","Bentota, Galle District, Southern Province","80.00978","Pandanus Beach Resort & Spa","1471","4.4","46","46","128","353","898","https://www.tripadvisor.com/Hotel_Review-g297895-d611903-Reviews-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html","http://www.pandanusbeach.com","2025-04-29","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","It’s a beautiful resort with beach front. Warm welcome from Sarah at the reception. Also she speak good German and very polite. Our room is perfect with direct sea view. They have main restaurant on the first floor and spa and gym on the second floor. Gym is bit oldie. Spa lady is doing a hard work. She is amazing too… also they have a three bar. These days bit dangerous to go in to the sea because of the big waves. Food is delicious and three meal with international buffet. If someone Iike to to go to srilanka I recommend Pandanus beach resort and spa because of the friendly staff. Restaurant staff is also amazing!!!","Great vacation on 2025","2025-04","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297895-d611903-r1005074704-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html",
"0","1005057300","en","611903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colombo - Galle Main Rd Yalegama, Bentota 80510 Sri Lanka","Bentota","Sri Lanka","80510",,"Colombo - Galle Main Rd","Yalegama","611903","6.37973","Bentota, Galle District, Southern Province","80.00978","Pandanus Beach Resort & Spa","1471","4.4","46","46","128","353","898","https://www.tripadvisor.com/Hotel_Review-g297895-d611903-Reviews-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html","http://www.pandanusbeach.com","2025-04-29","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Hotel with brilliant staff. There are nobody speaking french. But they are willing to help you!!! Front desk sara chathu is  excellent. At this time they have no beach. But this is not their fault. We definitely coming back in November. See you soon","Good Resort","2025-04","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297895-d611903-r1005057300-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html",
"0","1004793461","en","611903",,,,,,,,"4000","800752325","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/82/c5/caption.jpg","2248","3072","800752326","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ba/82/c6/caption.jpg","4096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colombo - Galle Main Rd Yalegama, Bentota 80510 Sri Lanka","Bentota","Sri Lanka","80510",,"Colombo - Galle Main Rd","Yalegama","611903","6.37973","Bentota, Galle District, Southern Province","80.00978","Pandanus Beach Resort & Spa","1471","4.4","46","46","128","353","898","https://www.tripadvisor.com/Hotel_Review-g297895-d611903-Reviews-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html","http://www.pandanusbeach.com","2025-04-28","OTHER","5",,"Rooms","5","Location","3","Cleanliness","4","Service","5","Sleep Quality","4",,,"The hotel is very nice and has a beautiful view to the ocean. Rooms are big and clean. The staff was kind and very helpful and we had a great time as a group!

There was a big variety of food choices. The guys on the terrace cooking hot food were always friendly and smiling :) 

The only downside is you can only swim in the pool as the ocean has quite big waves and currents in this area.

Overall we had a great experience :)","We had a great experience as a group","2025-04","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g297895-d611903-r1004793461-Pandanus_Beach_Resort_Spa-Bentota_Galle_District_Southern_Province.html",
