"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","photos/13/height","photos/13/id","photos/13/image","photos/13/width","photos/14/height","photos/14/id","photos/14/image","photos/14/width","photos/15/height","photos/15/id","photos/15/image","photos/15/width","photos/16/height","photos/16/id","photos/16/image","photos/16/width","photos/17/height","photos/17/id","photos/17/image","photos/17/width","photos/18/height","photos/18/id","photos/18/image","photos/18/width","photos/19/height","photos/19/id","photos/19/image","photos/19/width","photos/20/height","photos/20/id","photos/20/image","photos/20/width","photos/21/height","photos/21/id","photos/21/image","photos/21/width","photos/22/height","photos/22/id","photos/22/image","photos/22/width","photos/23/height","photos/23/id","photos/23/image","photos/23/width","photos/24/height","photos/24/id","photos/24/image","photos/24/width","photos/25/height","photos/25/id","photos/25/image","photos/25/width","photos/26/height","photos/26/id","photos/26/image","photos/26/width","photos/27/height","photos/27/id","photos/27/image","photos/27/width","photos/28/height","photos/28/id","photos/28/image","photos/28/width","photos/29/height","photos/29/id","photos/29/image","photos/29/width","photos/30/height","photos/30/id","photos/30/image","photos/30/width","photos/31/height","photos/31/id","photos/31/image","photos/31/width","photos/32/height","photos/32/id","photos/32/image","photos/32/width","photos/33/height","photos/33/id","photos/33/image","photos/33/width","photos/34/height","photos/34/id","photos/34/image","photos/34/width","photos/35/height","photos/35/id","photos/35/image","photos/35/width","photos/36/height","photos/36/id","photos/36/image","photos/36/width","photos/37/height","photos/37/id","photos/37/image","photos/37/width","photos/38/height","photos/38/id","photos/38/image","photos/38/width","photos/39/height","photos/39/id","photos/39/image","photos/39/width","photos/40/height","photos/40/id","photos/40/image","photos/40/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","text","title","travelDate","tripType","url","user"
"2","1000246134","en","23932183",,"General Manager","1003491665","en","2025-04-20","Nicola Dabrera","Dear Guest,

Thank you so much for your absolutely heartwarming review!

We are truly delighted to hear that your first night in Sri Lanka was such a magical experience with us at Belmont. Your kind words about our service, spotless rooms, and incredible food mean the world to our entire team. Creating a home-away-from-home atmosphere while making our guests feel special is exactly what we strive for, and we’re so grateful you felt that during your stay.

It’s an honour to know that you’ll be returning before your flight home—we look forward to welcoming you back with the same warmth and care.

With sincere thanks,
The Belmont Team
Negombo, Sri Lanka","4000","796401577","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/78/1f/a9/caption.jpg","3000","4000","796401578","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/78/1f/aa/caption.jpg","3000","4000","796401579","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/78/1f/ab/caption.jpg","3000","4000","796401580","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/78/1f/ac/caption.jpg","3000","4000","796401581","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/78/1f/ad/caption.jpg","3000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-03-29","OTHER","5",,,,,,,,,,,,,,"Absolutely 10/10.
They could not have made us feel more special whilst also feeling at home. 
The service was absolutely faultless, the room and all other areas were spotless and the food was incredible. So much so we will now be returning before our flight home. Thank you to everyone.","Absolutely magical first night in Sri Lanka","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r1000246134-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"1","999959242","en","23932183",,"General Manager","1003492360","en","2025-04-20","Nicola Dabrera","Thank you so much for your wonderful review and generous praise!

We are truly honored to be called “the best hotel in Negombo.” Your kind words about our service, food, staff, and facilities mean the world to us. Our team takes great pride in offering warm hospitality and creating unforgettable experiences for our guests — and we’re delighted to know that you enjoyed everything from the rooftop views to our modern rooms and sparkling pool.

Being close to the beach, great restaurants, and the airport is indeed a plus, and we’re so glad it added to your convenience.

We can’t wait to welcome you back again soon for another memorable stay at Belmont!

Warm regards,
Belmont Boutique Hotel
Negombo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-03-26","OTHER","5",,,,,,,,,,,,,,"The best Hotel for super service ,
very good food and great Staff,Amazing staff,
excellent location,
rooms are superb,
Roof top is out of this world,
swimming pool is very clean,
very modern hotel close to the beach and all the good restaurants and very close to the Airport","The best hotel in Negombo","2025-03","SOLO","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r999959242-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"1","998572001","en","23932183",,"General Manager","1003492828","en","2025-04-20","Nicola Dabrera","Dear Guest,

Thank you so much for your wonderful feedback!

We’re absolutely delighted to hear that your Sri Lankan adventure began on such a positive note with us at Belmont. From the seamless airport pickup to the warm welcome and the delicious Sri Lankan breakfast, it brings us great joy to know that every detail met your expectations.

Our team is passionate about sharing the best of our hospitality and culture, and we’re so pleased you appreciated their friendliness and helpfulness.

Thank you once again for your kind recommendation. We wish you a fantastic journey ahead through our beautiful island, and we hope to welcome you back to Belmont someday soon!

Warmest regards,
Team Belmont
Negombo, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-03-17","MOBILE","5",,,,,,,,,,,,,,"We were met at the airport by the driver arranged through the hotel. Stress free. Hotel was very welcoming. Lovely room. Sri Lankan breakfast was delicious. We were told what each dish was. All staff were friendly and very informative. Brilliant start to the holiday. Definitely recommend.","Excellent start to our Sri Lankan Adventure","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r998572001-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"0","997574535","it","23932183",,"General Manager","1003493871","en","2025-04-20","Nicola Dabrera","Dear Guest,

Thank you for choosing Belmont and for taking the time to share your feedback.

We’re delighted to hear that you found our location convenient for your arrival or departure, and that you enjoyed the comfort of our spacious, air-conditioned rooms. It’s wonderful to know that you appreciated the complimentary airport transfer, welcome drink, and the included breakfast.

We hope to have the pleasure of welcoming you back for a longer stay next time you’re in Sri Lanka.

Warm regards,
The Belmont Team",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-03-11","MOBILE","4",,,,,,,,,,,,,,"Discreto hotel comodo se si è in partenza o arrivo dall’aeroporto (un quarto è offerto un servizio gratuito di trasporto). Stanze ampie condizionate. Possibilità di pranzare in hotel (la colazione è compresa nel costo della stanza). Offerto un welcome drink","Comodo per l’aeroporto","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r997574535-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"1","997327722","de","23932183",,"General Manager","1003494047","de","2025-04-20","Nicola Dabrera","Vielen herzlichen Dank für Ihre wunderbare Bewertung!

Es freut uns sehr zu hören, dass Sie Ihren Aufenthalt bei uns im Belmont Boutique Hotel so genossen haben. Unser Team gibt stets sein Bestes, um unseren Gästen einen herzlichen Empfang und einen unvergesslichen Start in den Urlaub zu bereiten – umso schöner, dass Sie dies so positiv erlebt haben.

Die Dachterrasse ist tatsächlich ein besonderer Ort zum Entspannen, und es freut uns, dass Sie unser sri-lankisches Frühstück genossen haben – wir legen großen Wert auf Authentizität und Geschmack.

Vielen Dank für Ihre Weiterempfehlung – wir würden uns sehr freuen, Sie bald wieder bei uns begrüßen zu dürfen!

Herzliche Grüße
Ihr Belmont-Team","2048","792885049","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/39/caption.jpg","1536","1536","792885048","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/38/caption.jpg","2048","2048","792885047","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/37/caption.jpg","1536","2048","792885046","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/36/caption.jpg","1536","2048","792885044","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/34/caption.jpg","1536","2048","792885043","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/33/caption.jpg","1536","2048","792885041","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/42/77/31/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-03-09","MOBILE","5",,,,,,,,,,,,,,"Das Beste was man sich zum ankommen wünschen kann! Sehr nettes kleines Hotel mit super freundlichen Mitarbeitern. Der Service war super und die Terrasse auf dem Dach ist bestens für ein Kaltgetränk am Abend geeignet. Die Zimmer sind sehr schön und sauber. Das Frühstück (wir hatten Sri Lankanisch) war Mega. Wir können das Hotel uneingeschränkt empfehlen!!","Super schönes Hotel!!!!","2025-03","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r997327722-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"0","991987883","en","23932183",,"General Manager","1003494233","en","2025-04-20","Nicola Dabrera","Dear Chris,

Wow – what an absolutely brilliant review! We’re truly delighted to hear that your stay at Belmont was the perfect tonic after your long journey from Australia.

It brings us so much joy to know you appreciated our beautifully appointed rooms, world-class cuisine, and warm hospitality. The rooftop candlelit dinner with panoramic views is indeed a magical experience, and we’re thrilled it became a highlight of your stay.

Thank you also for mentioning our prime location – we love that our guests can enjoy both the peaceful beachside atmosphere and the convenience of nearby shops and restaurants.

Knowing that Belmont was your favorite place in Sri Lanka truly warms our hearts. We can’t wait to welcome you back for another unforgettable experience.

With warmest regards,
The Belmont Team
Negombo, Sri Lanka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-02-02","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","Wow !! What a truly wonderful experience the Belmont Hotel was to Stay at.After a long flight from Australia,this was just the Tonic we needed.
The rooms were beautifully appointed,the food was world class and the Staff went out of their way to accommodate us.The Highlight was the candlelit dinner on the rooftop with 360-degree views of Negombo.
Location was also another plus,the beach was very close and the shops and restaurants were within walking distance.
It was our favorite place in Sri Lanka and we will definitely be back.
Chris ( Sydney,Australia )","Brillant !!!","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r991987883-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"0","990820912","en","23932183",,"General Manager","1003494478","en","2025-04-20","Nicola Dabrera","Dear Guest,

Thank you so much for your beautiful and heartfelt review. We are truly touched by your words and delighted to hear that your stay at Belmont Boutique Hotel felt therapeutic after a long journey.

From the warm airport welcome to the comfort of your room, the rooftop views, and the rich Sri Lankan breakfast—we’re so pleased that every element of your stay brought you peace and joy. It means the world to us that our team and service made such a memorable impression on you.

Your kind words about the bed feeling like a “mother’s arms” and the breakfast experience truly warmed our hearts. We are also glad you enjoyed your stroll to the nearby beach—Negombo has a charm of its own that we’re always proud to share.

We hope to welcome you back again whenever your travels bring you to Sri Lanka. Until then, we send you our warmest wishes.

With sincere gratitude,
The Belmont Boutique Hotel Team","4080","783161227","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ae/17/8b/caption.jpg","3072","3072","783161236","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/ae/17/94/caption.jpg","4080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-01-27","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","After a long flight, the Belmont Boutique hotel felt therapeutic. The airport pick-up driver was waiting for us at the airport and drove us safely to the hotel in his spacious and clean car. The check-in was seamless. The room was beautifully decorated with paintings and comfortable furniture. The bed felt like a mother's arms. The AC temperature control was ideal. The bathroom was spacious with hot water. The rooftop was beautiful, and the breakfast was impeccable with string hoppers, coconut roti, dal, sambal, and fish curry. The tea, coffee, and fresh fruits elevated the breakfast experience. The restaurant manager and staff were extremely courteous. The hotel is walking distance from the beach where we went for a stroll. Overall, I am glad we picked Belmont to recover from a long journey.","Perfect Stay","2024-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r990820912-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"0","989996793","en","23932183",,"General Manager","992247715","en","2025-02-04","Nicola Dabrera","Dear Debra,

Thank you for choosing Belmont for your stay after your long journey from the UK. We’re delighted to hear that you found the room clean and comfortable and that our team made you feel welcome. It’s wonderful that you enjoyed our Sri Lankan breakfast by the pool and the nearby beach area.

We truly appreciate your kind words and hope to welcome you back whenever your travels bring you to Sri Lanka again!

Best regards,
The Belmont Team",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-01-20","OTHER","5",,"Value","5","Rooms","5","Location","5","Cleanliness","5","Service","5","Sleep Quality","5","One night stay after flights from the UK. Room was clean and comfortable and all the staff were friendly and helpful. A short walk from the beach area with a couple of beach bars. Great Sri Lankan breakfast served next to the small pool area. Perfect for our needs after a long journey.","One night stay","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r989996793-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"1","988798925","en","23932183",,"General Manager","988885135","en","2025-01-14","Nicola Dabrera","Dear Valued Guest, Doctor Vadi,

Thank you for sharing such a detailed and glowing review of your stay at the Belmont Boutique Hotel! We are thrilled to hear that you and your wife had a memorable experience with us.

Our team takes pride in offering a tranquil escape from the hustle and bustle, and we’re delighted that you enjoyed the serene location, spacious rooms, and the warm hospitality of our staff. Your kind words about our breakfast spread, sparkling pool, and rooftop terrace restaurant truly mean a lot to us.

We are especially pleased that the complimentary airport shuttle and your interaction with Michael, our manager, added to your comfort. We’re also glad you discovered the nearby Jasmine Spa through Anton’s recommendation; it’s wonderful to know you found their services convenient and enjoyable.

Thank you once again for choosing the Belmont Boutique Hotel. We hope to welcome you back soon for another relaxing and delightful stay!

Warm regards,
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-01-13","OTHER","5",,"Value","5","Rooms","5","Location","4","Cleanliness","5","Service","5","Sleep Quality","5","The Belmont Boutique Hotel is a little gem hidden from the hustle and bustle of the CBD of Negombo. It has a quiet location to unwind and is a short distance to walk to the beach and restaurants safely at all hours. The rooms are well appointed and very spacious with good air conditioning. The staff are extremely friendly and helpful at all times and the reception desk is manned 24 hours a day. Breakfast is a sumptuous spread of classical Sri Lankan food and Western. The sparkling pool is always inviting and so is the rooftop terrace restaurant. A huge bonus is the fair pricing structure of the daily room rate. When we left at almost midnight, Michael the manager provided a complimentary light dinner. A singular and amazing plus of this hotel is the free airport shuttle on arrival and on departure , irrespective of the hour of day or night. My wife and I had a comfortable stay here and met the owner, Anton, who told us of an excellent nearby Ayurvedic Spa called the Jasmine Spa and this spa provides free pick up and drop off for this hotel and this is yet another plus when staying here.","Very good experience","2024-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r988798925-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"0","988593142","de","23932183",,"General Manager","1003496283","de","2025-04-20","Nicola Dabrera","Vielen herzlichen Dank für Ihre Bewertung!

Es freut uns sehr zu hören, dass Ihnen unser Hotel und insbesondere das großzügige, saubere Zimmer und das komfortable Bett gefallen haben. Schön, dass Sie auch unseren Poolbereich genossen haben und die ruhige Atmosphäre zu schätzen wussten.

Vielen Dank auch für Ihr Feedback zur Musiklautstärke in der Lobby – wir nehmen Ihre Anmerkung ernst und werden sie im Team besprechen. Es tut uns leid, dass unser kulinarisches Angebot nicht ganz Ihren Vorstellungen entsprochen hat. Wir werden Ihre Rückmeldung nutzen, um unsere Auswahl und Preisgestaltung zu überdenken.

Wir würden uns freuen, Sie in Zukunft erneut bei uns begrüßen zu dürfen. Alles Gute für Ihre weitere Reise!
Herzliche Grüße,
Ihr Belmont-Team",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82/5, Cemetery Road Ettukala, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"82/5, Cemetery Road","Ettukala","23932183","7.235011","Negombo, Western Province","79.842575","Belmont Boutique Hotel","180","4.9","1","0","1","8","170","https://www.tripadvisor.com/Hotel_Review-g297897-d23932183-Reviews-Belmont_Boutique_Hotel-Negombo_Western_Province.html","https://www.facebook.com/hotelbelmontlk","2025-01-11","OTHER","4",,,,,,,,,,,,,,"Superschönes, grosses und sauberes Zimmer. Tolles Badezimmer und ein bequemes großes Bett. 
Ein kleines aber feines Hotel mit Pool. Es ist sehr ruhig, nur in der Lobby ist die Loungemusik für meinen Geschmack etwas zu laut. 
Gegessen hab ich außerhalb, da die Auswahl für mich nicht passend war und zudem etwas überteuert war.","Wunderschönes Hotel","2025-01","SOLO","https://www.tripadvisor.com/ShowUserReviews-g297897-d23932183-r988593142-Belmont_Boutique_Hotel-Negombo_Western_Province.html",
"0","1006922652","en","14902717",,"Guest Services / Front Office","1008258495","en","2025-05-19","CRM Hayleys Leisure","Dear wildheart_immy,

Thank you so much for your wonderful and detailed review. We’re thrilled to hear that your stay was unforgettable and that our culinary offerings, especially the Sri Lankan dishes, delighted your taste buds.

We’ll be sure to pass on your kind words to the chef and our ground staff, especially Laksman and Sandoor, who will be thrilled to know they made such a positive impact on your experience.

We’re glad you enjoyed the resort’s nostalgic charm and the beautiful morning hike great tip about bringing a jacket for the cooler evenings!

We can’t wait to welcome you back for another memorable visit.

Warm regards,
Management – Boutique Collection by Amaya","1734","802639786","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/aa/caption.jpg","975","975","802639787","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/ab/caption.jpg","1734","1734","802639788","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/ac/caption.jpg","975","1734","802639789","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/ad/caption.jpg","975","1734","802639790","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/ae/caption.jpg","975","1734","802639791","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/af/caption.jpg","975","975","802639792","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/b0/caption.jpg","1734","1734","802639793","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/b1/caption.jpg","975","1734","802639794","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/d7/4f/b2/caption.jpg","975",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shanthipuara Road, Nuwara Eliya 22200 Sri Lanka","Nuwara Eliya","Sri Lanka","22200",,"Shanthipuara Road",,"14902717","6.97626","Nuwara Eliya, Central Province","80.74759","Oliphant Boutique Villa By Amaya","226","4.9","0","1","3","14","208","https://www.tripadvisor.com/Hotel_Review-g608524-d14902717-Reviews-Oliphant_Boutique_Villa_By_Amaya-Nuwara_Eliya_Central_Province.html","https://www.boutiquecollectionbyamaya.com/oliphant/","2025-05-11","MOBILE","5",,,,,,,,,,,,,,"Just had an amazing stay, and I can’t recommend this place enough! The chef (sorry, can’t recall his name, but he was a star!) catered to all our culinary needs with some of the best Sri Lankan cuisine I’ve ever tasted. Breakfast and dinner were highlights—Pal Sambol, Kata Sambol, Fish Curry, Pol Roti, and Stringhoppers were all spot on, bursting with flavor. A quick tip: ask for mid spice or no spice if you’re not used to the heat!

The ground staff were incredible too. Laksman on the left took care of our every need, always ensuring we were comfy—just let him know what you want, and it’s done. I’m the one in the middle, with Sandoor, the manager, to my left—super professional, top-notch customer service, and always with a smile. The last guy on my right, whose name I didn’t catch, also pitched in big time.

The resort itself is marvelous, with a nostalgic vibe that’s hard to beat. Bring a jacket though—it gets chilly at night! And don’t miss the morning hike from behind the property; the view is absolutely breathtaking. Can’t wait to come back!","""Unforgettable Stay with Amazing Food and Stellar Service!""","2025-05","FRIENDS","https://www.tripadvisor.com/ShowUserReviews-g608524-d14902717-r1006922652-Oliphant_Boutique_Villa_By_Amaya-Nuwara_Eliya_Central_Province.html",
