"helpfulVotes","id","lang","locationId","ownerResponse","ownerResponse/connectionToSubject","ownerResponse/id","ownerResponse/lang","ownerResponse/publishedDate","ownerResponse/responder","ownerResponse/text","photos/0/height","photos/0/id","photos/0/image","photos/0/width","photos/1/height","photos/1/id","photos/1/image","photos/1/width","photos/2/height","photos/2/id","photos/2/image","photos/2/width","photos/3/height","photos/3/id","photos/3/image","photos/3/width","photos/4/height","photos/4/id","photos/4/image","photos/4/width","photos/5/height","photos/5/id","photos/5/image","photos/5/width","photos/6/height","photos/6/id","photos/6/image","photos/6/width","photos/7/height","photos/7/id","photos/7/image","photos/7/width","photos/8/height","photos/8/id","photos/8/image","photos/8/width","photos/9/height","photos/9/id","photos/9/image","photos/9/width","photos/10/height","photos/10/id","photos/10/image","photos/10/width","photos/11/height","photos/11/id","photos/11/image","photos/11/width","photos/12/height","photos/12/id","photos/12/image","photos/12/width","placeInfo/address","placeInfo/addressObj/city","placeInfo/addressObj/country","placeInfo/addressObj/postalcode","placeInfo/addressObj/state","placeInfo/addressObj/street1","placeInfo/addressObj/street2","placeInfo/id","placeInfo/latitude","placeInfo/locationString","placeInfo/longitude","placeInfo/name","placeInfo/numberOfReviews","placeInfo/rating","placeInfo/ratingHistogram/count1","placeInfo/ratingHistogram/count2","placeInfo/ratingHistogram/count3","placeInfo/ratingHistogram/count4","placeInfo/ratingHistogram/count5","placeInfo/webUrl","placeInfo/website","publishedDate","publishedPlatform","rating","roomTip","subratings/0/name","subratings/0/value","subratings/1/name","subratings/1/value","subratings/2/name","subratings/2/value","subratings/3/name","subratings/3/value","subratings/4/name","subratings/4/value","subratings/5/name","subratings/5/value","subratings/6/name","subratings/6/value","text","title","travelDate","tripType","url","user"
"1","998766173","en","8073048",,"Marketing","998887870","en","2025-03-20","Aitken Spence  Hotel Management","Dear Valued Guest, Greetings from Sentido Heritance Negombo, Sri Lanka! We value your time and effort in sharing your experience and feedback with us. We have taken a note of your all inputs. We are extremely sorry, if anything did not meet your expectations. We will definitely conduct a peer review on your all inputs and make necessary improvements. We encourage you to make another visit as we wish to provide a better experience in the future. Thank you.","1536","795048722","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/63/7b/12/caption.jpg","2048","2048","795048721","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/63/7b/11/caption.jpg","1536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2025-03-19","MOBILE","1",,,,,,,,,,,,,,,,"This was our second visit to Sri Lanka on a family holiday. After visiting the south west and south of the island, this time we decided to have a bit of convenience of the airport-proximity and stayed at Heritance Negombo for six nights in four rooms for the group. 

The hotel is perfectly located at the Negombo beach with nice surroundings and easy beach access. The lawns are very well kept. All rooms are sea facing and spacious enough. 

That’s where I run out of the positives for this place unfortunately. Comparatively, this was our worst Sri Lankan hospitality experience. Kindly let me begin:
- despite booking months in advance with requests to allocate rooms together (as travelling with 80+ old parents), albeit in the same wing, we were given rooms apart. The duty manager gave us sloppy excuses when challenged. The other request regarding birthday of a group member was completely ignored.
- one room wasn’t ready at checkin despite we arriving at 5pm. The cleaning was down in a haste with room full of mosquitoes when handed over to us. 
- the restaurant was shambles to begin with. On day one, over dinner, we were completely ignored over the other Caucasian guests with order not arriving for well over an hour. While we thought that this was an exception, unfortunately the trend was to be seen everywhere. 
- Most guests use this as one or two night stay at the start or the end of their tour. Having booked it for a long stay, we were astonished to see that breakfast spread was exactly the same every day which was a haphazard array of assortments with poor quality. Offerings at other similarly priced hotels in SL is far superior. 
- The staff lacked attention to detail and hardly acted to customers’ requirements. On regular occasions, meal (or general) requests were lost, miscommunicated or mismanaged. It reflected lack of proper training even at supervisory level. 
- My parents were left locked out of their room at 11pm for more than 30minutes due to low battery reflecting poor housekeeping but it was not that what irked us but the behaviour of a staff member who questioned us if we were valid guests for the room despite three time card renewal by the reception. 
- The restaurant menu lacked variety especially if you have dietary restrictions. My parents who were vegetarians just had couple of items on the whole a-la-carte menu to order from (imagine this is Sri Lanka which has abundance of vegetables and fruits). Even the SriLankan menu was sparse. There were no coconuts (even at outdoor bar despite being on the menu) or bananas (at breakfast) to be found during our long stay with excuses galore (again don’t forget this is land of bananas and coconuts but this place either finds Sri Lankan authenticity too demeaning or a nuisance to be bothered with). The cafe and Italian across the road, which was part of the hotel, again had very limited menu which meant that they hardly had any punters despite being at prime location and wonderful setting. 

On the whole, it was an underwhelming experience to say the least. It seemed that the management is trying hard to cater to western clients forgetting the fact the clientele are there to have an essential Sri Lankan experience.  The food offering is poorly thought through. And it might sound controversial but perhaps, they don’t want coloured guests, so I would avoid this place if you are not white as the experience reminded us of a colonial mindset (I know I’m saying this in 2025 but that’s how we felt).","A big disappointment!","2025-03","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r998766173-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","991973482","en","8073048",,"Marketing","992046833","en","2025-02-02","Aitken Spence  Hotel Management","Dear Valued Guest Nita, Greetings from Sentido Heritance Negombo, Sri Lanka! We are elated to receive your great and constructive feedback. We have take a note of your concern for the future prospects. We look forward to welcoming you back in the near future to delight your taste-buds with our delectable food and your eyes with the panoramic and picturesque scenery. Thank you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2025-02-02","MOBILE","2",,,,,,,,,,,,,,,,"This hotel cannot handle service when hotel is full . They also cannot give 2 key cards per room when hotel is full . Dining was AlaCarte only on a night when hotel was full and kitchen was going crazy. They were unable to manage . Felt bad for the workers there. May be a buffet would be a better idea for a day when hotel is full.","Cleanliness is mediocre .","2025-02","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r991973482-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","990336748","en","8073048",,"Marketing","990694588","en","2025-01-26","Aitken Spence  Hotel Management","Dear Valued Guest Morgan, Greetings from Sentido Heritance Negombo, Sri Lanka! We value your time and effort in sharing your experience and feedback with us. We have taken a note of your all inputs. We are extremely sorry, if anything did not meet your expectations. We encourage you to make another visit as we wish to regain your trust by providing a better experience. Thank you.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2025-01-23","OTHER","2",,"Value","3","Rooms","4","Location","4","Cleanliness","4","Service","4","Sleep Quality","1",,,"Staff and food very good. Loud music from a Buddhist wedding in the hotel grounds from 6.15am and the night before meant poor sleep quality and also on a busy road so noisy in general. (I wish I could post our video footage of it). Shame but because of noise we wouldn't recommend or return.","Noisy","2025-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r990336748-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"1","986405992","en","8073048",,"Marketing","986540028","en","2024-12-26","Aitken Spence  Hotel Management","Dear Valued Guest Dila, Greetings from Sentido Heritance Negombo, Sri Lanka! Thank you for taking your time to share your feedback with us. Every feedback is invaluable to us. We are sorry, if anything did not meet your expectations. We will definitely conduct a peer review on your inputs and make necessary improvements. We encourage you to make another visit as we wish to render a better service in the future. Wishing you A Merry and Peaceful Christmas ! Season's greeting with all the good wishes from the entire team. Have safe travels ! Thank You.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2024-12-25","OTHER","2",,"Value","1",,,,,,,,,,,,,"Not value for the money, baby pool has not been maintained as per standards.
Christmas dinner was horrible as the combination was bad (eg: they had egg roti but no gravy served)
Breakfast: waffle / pan cake but no chocolate souce )
Main restaurent seating management also horrible.","Heritance Negombo standards fallen","2024-12","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r986405992-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","967592060","en","8073048",,"Marketing","967915600","en","2024-09-01","Aitken Spence  Hotel Management","Dear Valued Guest Stella, Greetings from Sentido Heritance Negombo, Sri Lanka! We value your time and effort in sharing your experience with us. We are extremely sorry if anything did not meet your expectations. We will definitely make necessary improvements to prevent the same kind of incidents from recurring in the future. Every feedback of our guests is invaluable to us as we are passionate about ameliorating the guests' experience in the future. We encourage you to make another visit as we wish to regain your trust by rendering a better service in the future. Thank you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2024-08-30","MOBILE","1",,,,,,,,,,,,,,,,"The check in process was horrific. It took over 90 minutes and a £50 call to the UK booking agent to get checked in to our suite. We had to provide the hotel with the confirmation code that their head office had given the UK booking agent before they would check us in. It was very stressful & not the experience you’d expect from a five star hotel. The worse of it was that there was no apology. We were offered complimentary breakfast but this was then withdrawn. They also will not allow me to speak to a manager so I’ve asked to speak to Ranjan Stanislaus but emails and WhatsApp messages are ignored. Very disappointing end to our Sri Lanka trip.","Horrific checkin process","2024-08","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r967592060-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","958086025","en","8073048",,"Marketing","958486767","en","2024-07-07","Aitken Spence  Hotel Management","Dear Valued Guest, Greetings from Sentido Heritance Negombo, Sri Lanka! We are extremely sorry, if anything did not meet your expectations. We will conduct a peer review on your inputs and make necessary improvements. Your every feedback is invaluable to us as we are passionate about ameliorating our hospitality service. We encourage you to make another visit as we wish to regain your trust by providing a better service in the future. Have a safe journey! Thank you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2024-07-05","OTHER","1","If high standard expected for a top class holiday, this is not the hotel to be chosen.","Value","1","Rooms","1","Location","5","Cleanliness","3","Service","3","Sleep Quality","4",,,"I was offered a small room and single beds, but I booked for two double beds. I will never go again neither recommend anyone to go. The rooms are very small and the bathroom facilities are not to the top standard I expected. And the pool was not fully usable as part of it was under repairs.","It is not worth for the money paid","2024-07","BUSINESS","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r958086025-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","934640096","en","8073048",,"Marketing","934949486","en","2024-01-21","Aitken Spence  Hotel Management","Dear Valued Guest, Greetings from Sentido Heritance Negombo, Sri Lanka! Thanks for opting us for your recent stay. We will make a peer review on your all inputs and will make necessary improvements. We would like to extend our apology, if anything did not meet your expectations. We encourage you to make another visit to regain your trust. Thank You.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2024-01-18","MOBILE","1",,,,,,,,,,,,,,,,"Serving staff Shambolic !

Made the mistake of dining over the road at the hotels cafe/ restaurant. 

Ordered a couple of cocktails, couple of starters, couple of mains and  later -a bottle of wine.
Cocktails arrived after 30 minutes - another couple arrived and these cocktails went to them! Further 15 minutes they arrived,starting to get concerned now because no sight of any service relating to the food.
After some encouragement, cajoling the starters arrived and within a few minutes we were informed that the main course were ready!!!

Not having finished our long awaited starters, we reluctantly accepted ( Didn’t want the food sitting on the side of the bench in the kitchen)

Couldn’t believe that one of the mains was cold - what a fiasco.
Manager happened to pass by, same time, all smiles , were we all well etc He got quite a shock to find out we were not!
Useless!
It’s not lower level staff that need sorting out - they will follow their lead
 Breakfast at the hotel, very uninspiring but ( because no one was going to ask me) I got up and asked the supervisor ( Who had been catching up with the head chef at breakfast, and quite a lot must be going on because they had a lot to chat to each other about)  Sarcastically I asked him if he worked here? He confirmed that he did work there and I duly ordered the coffee.

I never saw that guy again and of course, never got a cup of coffee.

Sums this place up - checked out extra early.","Hapless Staff","2024-01","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r934640096-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","931640264","en","8073048",,"Marketing","931774364","en","2023-12-30","Aitken Spence  Hotel Management","Dear Valued Guest, Greetings from Sentido Heritance Negombo, Sri Lanka! Thanks for taking your time to share your awful experience. We would like to extend our apology, if anything did not meet your expectations. We have taken a note of your every input  as we are passionate about ameliorating our hospitality. We encourage you to make another visit along with the plenty of time to enjoy the services and facilities. Wishing you A Relaxing and Refreshing Vacation! Season's greeting with all the good wishes from the entire team. Thank You.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2023-12-30","MOBILE","2",,,,,,,,,,,,,,,,"We stayed at the Heritance for our last night in Sri Lanka before flying home. Compared to the hotels we had been staying at the service was extremely poor and we were glad we didn’t stay here for longer. The rooms however are very modern and nice. We had great beach views and the hotel in general is very well kept. The hotel is on the beach so you have the option to relax at the pool and wonder onto the beach as well. The only disappointment was the service in general and food options for vegetarians. We waited close to an hour for one snack at the bar and it wasn’t full or at peak time. The bar menu had very limited options for vegetarians and they didn’t have some of these available too. The main restaurant buffet had very few vegetarian options too so we opted for the a la carte menu which was ok for one night. In general the buffet was a lot smaller to what we had seen at other hotels. The service was poor at reception, not very welcoming and they didn’t really seem bothered. Perhaps this was down to us staying one night but as paying customers we would have expected much better. I wouldn’t call this a five star hotel as the service and food for vegetarians wasn’t good enough. Overall we would not recommend this hotel even for one night and would look elsewhere.","Very poor service!","2023-12","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r931640264-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","928107265","en","8073048",,"Marketing","928462395","en","2023-12-05","Aitken Spence  Hotel Management","Dear Valued Guest Lakmal, Greetings from Sentido Heritance Negombo, Sri Lanka! It was so regretful to hear your awful experience. We would like to extend our apology for the inconvenience caused. We appreciate your patience and your every input is invaluable us as we are passionate to enhance our hospitality to please our Guests. We encourage you to make another visit as we would like to regain your trust. Thank You.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2023-12-01","OTHER","2",,,,,,,,,,,,,,,,"I arrived from Australia after five years and brought my family to your hotel. We booked five rooms, but unfortunately, three of them were not ready when we arrived. This was especially challenging as we had elderly family members with us, making the situation quite unpleasant. Additionally, we were informed that we had to check out exactly at 12:00 p.m. After discussing the matter with the management, they eventually allowed us to check out at 1:00 p.m.

The reason given for the early checkout and the unprepared rooms was that a company named MASS had planned their stay, which we found to be quite inconvenient. As paying customers, we expected a higher level of service and were not satisfied with these issues. We did not come here to hear excuses. Overall, it was a very disappointing trip, and I cannot recommend this place to anyone.

Please avoid overbooking. It seems that prioritizing larger companies and neglecting accommodation for small families is driven by a desire for more revenue. If this is the case, please communicate this policy to guests. Sri Lanka has numerous hotels where we can find a more accommodating and enjoyable experience.

","prioritizing larger companies and neglecting accommodation for small families is driven by a desire for more revenue","2023-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r928107265-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","924752949","en","8073048",,"Marketing","924977790","en","2023-11-07","Aitken Spence  Hotel Management","Dear Valued Guest , Thanks for taking your time to make a review on your gloomy experiences. We would like to extend our apology, if anything did not meet your satisfactory level. We have take a note of your concern on the room infrastructure and food. We encourage you to allow us an another opportunity to extend our hospitality. Thank you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2023-11-05","OTHER","1","If you need 5star experience this is not the place.. 3 star level ok","Value","1","Location","3","Service","2",,,,,,,,,"Stayed Nov 4th & 5th Nov 2023.  Big NO to this horrible hotel if you are  looking for 5-star experience paying 5 star category price. Room is small 3star hotels rooms are bigger than this then you have to brush inside the room because sink is in the middle of the room. If you use the toilet you have to come to the room to wash your hand. They let smoke every where basically you have to roam around to find a safe place so that your toddler can breath safe air. Tasteless food no variation. Don't waste money. ","Big NO","2023-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r924752949-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"1","924633557","en","8073048",,"Marketing","924865056","en","2023-11-06","Aitken Spence  Hotel Management","Dear Valued Guest Vand, Thanks for opting us to cherish your special day and for bringing your downhill experiences into our notice. We have taken a note of your concern on acknowledgement, staff, supervision and service. We profoundly apologize for the inconvenience caused. Your feedback is always invaluable to leverage our quality of service. Appreciate your compliment on amenity and food. We encourage you to extend an another opportunity to gain your trust. Have a safe flight. Thank you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2023-11-05","MOBILE","1",,,,,,,,,,,,,,,,"We chose the Heritance hotel as the venue to celebrate a special wedding anniversary. At check in, we were taken to the dining room to choose a table for our special dinner. The day started well, a cake was delivered to our room, which we thank management for. Unfortunately, the day went downhill from there. When we arrived for dinner we were gobsmacked to find the table of our choice occupied!! We were shown to a table in the corner with no apology or explanation. Not one staff member acknowledged our anniversary, we weren’t even offered a complimentary drink or dessert - it was a total letdown.  The food was nice enough, but  on the other 3 nights at Negombo we ate delicious dinners at nearby restaurants, the combined cost of which was less than one meal at the Heritance!!
The dining room staff lack basic training. At all our 4 breakfasts, we had issues, a couple of examples - no place setting on the table we were seated at (3 waiters watched on as I took cutlery from another table, not moving a muscle to help), we ordered two white coffees and received 2 glasses of water!! This would be funny if it weren’t true. There is a total lack of supervision of the wait staff. 
Overall, this was a very disappointing stay. I wrote an email to convey my thoughts via the hotel website and still have not had a response. I will definitely let my travel agent know of our experience and could not, in all honesty, recommend this hotel to anyone.","Disappointed!!","2023-11","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r924633557-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","923890047","en","8073048",,,,,,,,"4000","716712158","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b8/28/de/caption.jpg","2252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2023-10-31","OTHER","1","Most hotels in Sri Lanka are horrible and don't offer buffet meals. The food is also where management has decided to cut corners","Value","1","Location","3","Service","2",,,,,,,,,"I was told there was no Sunday buffet for lunch and dinner on arrival at the hotel yesterday, the reason given was that the occupancy was less than 50%.

Whilst your terms mentions that the hotel has the option to decide if the meal plan will be a la carte or buffet, it was not communicated that no buffet would be provided for yesterday's stay.  When we called the hotel on 26th October at 3.53 pm (refer call log screenshot below) to clarify about the check in time, request for early check in and to clarify what time the buffet ends, no mention was made of the meal plan being a la carte and were in fact told that the check in after 2pm will not affect our ability to avail ourselves of the lunch buffet. This was also never communicated to us when I contacted the central reservations team to reconfirm my online booking (refer email trail below). 

To make matters worse, the standard of the food served for lunch and dinner on a la carte basis was absolutely unacceptable for a 5 star hotel dining experience. Some of my concerns included the portion sizes of the starters and mail, the quality of the soups being something I can cook up at home, and the general lack of creativity and appeal of what one would expect to be served at a 5 star hotel. In fact, the meals we had would not even pass a 3 star meal service inspection if I am being brutally honest, no offence to anyone. Even the butter was not real butter, it was margarine, how very sad.

Finally, I must bring to your attention that even the room was not to the standard of a 5 star hotel. There was no bath robe or room slippers, the hair dryer was missing (we called and asked for one and was provided with a old and worn out hair dryer, why was the room not inspected before release to a guest?). Even the mini bar was empty. The pool circulator was also switched off on both yesterday and today and as a result the water was very heavy with contaminants. 

Moer than 48 hours after I left the hotel and being promised a resolution, the hotel management has done nothing to make amends. ","A hard earned holiday, completely ruined ","2023-11","FAMILY","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r923890047-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
"0","920345319","en","8073048",,"Marketing","920763659","en","2023-10-10","Aitken Spence  Hotel Management","Dear valued guest Joanne, Thanks for your sentiments and the admiration on staff. Kindly note that the shallow pool is under repair. However, we would like to apologize for any inconvenience caused during your stay. We have taken into account your concerns pertaining to the facilities, entertainment , sun lounges and other renovations. We assure that we will do our utmost improvements to enjoy your next visit. . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175 Lewis Place, Negombo 11500 Sri Lanka","Negombo","Sri Lanka","11500",,"175 Lewis Place",,"8073048","7.234856","Negombo, Western Province","79.84086","Sentido Heritance Negombo","2416","4.6","55","38","130","449","1744","https://www.tripadvisor.com/Hotel_Review-g297897-d8073048-Reviews-Sentido_Heritance_Negombo-Negombo_Western_Province.html","http://www.heritancehotels.com/negombo/?utm_source=www.tripadvisor.com&utm_medium=referral&utm_campaign=hn-tripadvisor","2023-10-08","OTHER","2","Do your research before booking","Value","2","Location","2","Service","4",,,,,,,,,"The hotel has good staff but are let down by facilities and amenities.
This was our 10 day honeymoon.
The pool was only half open throughout our stay. There was only one restaurant and one outside pool  bar during the day.   Unheard of for 5 star. No entertainment at all. There  were leaking ceiling with buckets constantly in the only restaurant. Sunloungers were old and rusty. The whole place required major investment. ","Disappointed ","2023-10","COUPLES","https://www.tripadvisor.com/ShowUserReviews-g297897-d8073048-r920345319-Sentido_Heritance_Negombo-Negombo_Western_Province.html",
